district_coords,idx,UID,lat,lon,dist_closest_lin,dist_closest_river,dist_closest_road,dist_closest_upstream_forest,elevation,slope,flow_accumulation,proximity_water,drainage_density,HSG,CEC,PH,OC,idx_matched,UID_matched,lat_matched,lon_matched,dist_closest_lin_matched,dist_closest_river_matched,dist_closest_road_matched,dist_closest_upstream_forest_matched,elevation_matched,slope_matched,flow_accumulation_matched,proximity_water_matched,drainage_density_matched,HSG_matched,CEC_matched,PH_matched,OC_matched,asset_2016_2018_Kharif_NDVI_BA,matched_2016_2018_Kharif_NDVI_BA,2016_2018_Kharif_NDVI_BA_DiD,asset_2016_2018_Kharif_NDVI_POS,matched_2016_2018_Kharif_NDVI_POS,2016_2018_Kharif_NDVI_POS_DiD,asset_2016_2018_Rabi_NDVI_BA,matched_2016_2018_Rabi_NDVI_BA,2016_2018_Rabi_NDVI_BA_DiD,asset_2016_2018_Rabi_NDVI_POS,matched_2016_2018_Rabi_NDVI_POS,2016_2018_Rabi_NDVI_POS_DiD,asset_2016_2018_Zaid_NDVI_BA,matched_2016_2018_Zaid_NDVI_BA,2016_2018_Zaid_NDVI_BA_DiD,asset_2016_2018_Zaid_NDVI_POS,matched_2016_2018_Zaid_NDVI_POS,2016_2018_Zaid_NDVI_POS_DiD,asset_2016_2019_Kharif_NDVI_BA,matched_2016_2019_Kharif_NDVI_BA,2016_2019_Kharif_NDVI_BA_DiD,asset_2016_2019_Kharif_NDVI_POS,matched_2016_2019_Kharif_NDVI_POS,2016_2019_Kharif_NDVI_POS_DiD,asset_2016_2019_Rabi_NDVI_BA,matched_2016_2019_Rabi_NDVI_BA,2016_2019_Rabi_NDVI_BA_DiD,asset_2016_2019_Rabi_NDVI_POS,matched_2016_2019_Rabi_NDVI_POS,2016_2019_Rabi_NDVI_POS_DiD,asset_2016_2019_Zaid_NDVI_BA,matched_2016_2019_Zaid_NDVI_BA,2016_2019_Zaid_NDVI_BA_DiD,asset_2016_2019_Zaid_NDVI_POS,matched_2016_2019_Zaid_NDVI_POS,2016_2019_Zaid_NDVI_POS_DiD,asset_2016_2020_Kharif_NDVI_BA,matched_2016_2020_Kharif_NDVI_BA,2016_2020_Kharif_NDVI_BA_DiD,asset_2016_2020_Kharif_NDVI_POS,matched_2016_2020_Kharif_NDVI_POS,2016_2020_Kharif_NDVI_POS_DiD,asset_2016_2020_Rabi_NDVI_BA,matched_2016_2020_Rabi_NDVI_BA,2016_2020_Rabi_NDVI_BA_DiD,asset_2016_2020_Rabi_NDVI_POS,matched_2016_2020_Rabi_NDVI_POS,2016_2020_Rabi_NDVI_POS_DiD,asset_2016_2020_Zaid_NDVI_BA,matched_2016_2020_Zaid_NDVI_BA,2016_2020_Zaid_NDVI_BA_DiD,asset_2016_2020_Zaid_NDVI_POS,matched_2016_2020_Zaid_NDVI_POS,2016_2020_Zaid_NDVI_POS_DiD,asset_2016_2021_Kharif_NDVI_BA,matched_2016_2021_Kharif_NDVI_BA,2016_2021_Kharif_NDVI_BA_DiD,asset_2016_2021_Kharif_NDVI_POS,matched_2016_2021_Kharif_NDVI_POS,2016_2021_Kharif_NDVI_POS_DiD,asset_2016_2021_Rabi_NDVI_BA,matched_2016_2021_Rabi_NDVI_BA,2016_2021_Rabi_NDVI_BA_DiD,asset_2016_2021_Rabi_NDVI_POS,matched_2016_2021_Rabi_NDVI_POS,2016_2021_Rabi_NDVI_POS_DiD,asset_2016_2021_Zaid_NDVI_BA,matched_2016_2021_Zaid_NDVI_BA,2016_2021_Zaid_NDVI_BA_DiD,asset_2016_2021_Zaid_NDVI_POS,matched_2016_2021_Zaid_NDVI_POS,2016_2021_Zaid_NDVI_POS_DiD
araria,1040.0689655172414,1510.3793103448277,26.200472945862067,87.49635367931035,-0.5705816750368868,-0.6680003556638122,0.010330600756097121,-0.21134574121281388,-0.6247836299574018,-0.10422097896938941,0.14050772716176158,0.10874189800736865,-0.37821251298653813,9.551724137931034,-1.3525755166612734,-0.13433855374924508,-0.6677292709641537,6268.620689655172,8938.724137931034,26.339420358275863,85.00721136448277,0.07315438784685856,-0.18605091217328013,-0.18628919901785615,-0.12749395593113141,-0.001191733838117839,0.1623660976327394,-0.00087457894260244,0.0780914335373376,0.09403977158896999,7.862068965517241,-0.05570985577760147,-0.005564143301228977,-0.0008436595489567253,29.913670476283908,18.075244028057092,11.838426448226812,73.42178839456517,41.76926472752244,31.652523667042725,21.315053710697995,14.77657330651886,6.5384804041791345,77.98106636582135,46.7381174277726,31.24294893804876,24.5082650708785,24.231127679403542,0.27713739147496047,71.47692156766567,58.83406092117526,12.642860646490409,35.878255751214006,18.730073085789964,17.148182665424045,78.23367832442243,46.247608770294796,31.98606955412763,19.956344729484474,19.500171678030114,0.45617305145435866,66.76558591259136,55.29994604404768,11.465639868543677,25.61681463677834,39.2750282042478,-13.658213567469467,71.48673174081523,85.21852160690636,-13.731789866091137,29.055280325697748,20.01275322509442,9.042527100603326,71.67312503065679,46.139696865649675,25.533428165007113,11.855594251238534,7.742679158287143,4.11291509295139,46.98582429979889,23.91474959533036,23.071074704468536,14.02118997400304,26.66241559163519,-12.641225617632152,45.00907441016334,65.70363466915191,-20.69456025898857,32.5501545102271,24.216412419679205,8.333742090547897,73.83626821013391,53.63221660862314,20.20405160151077,20.71908569186246,23.198606955412764,-2.4795212635503012,67.09422671310149,59.97449354981116,7.119733163290332,17.290430176092606,34.1590229067543,-16.868592730661696,48.3911316034728,76.42370137832933,-28.032569774856526
bahraich,1832.5,2709.0,27.53273062125,81.53979295625,2.0246776739593715,-0.4585284668564192,-0.00131089661355957,0.5296135303360238,0.5900857239129823,0.48092997349146444,-0.15212547441510627,0.3419803662978604,-0.7309652315258082,8.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,5378.375,7803.875,26.19039333625,84.44478081125,-0.1573360055502777,0.40432835206396367,-0.6011313758798198,0.33183087756119983,0.318703157907736,0.2685100079830882,0.4968112874439612,0.00940879966642802,0.5349550807473182,6.75,0.9685912806249418,0.555325624291916,-0.6656289348021264,1.3157894736842104,10.064011379800855,-8.748221906116644,16.700404858299596,32.35241820768137,-15.652013349381773,14.802631578947368,10.241820768136558,4.5608108108108105,54.93421052631579,44.34566145092461,10.588549075391182,23.90647226173542,15.35384068278805,8.55263157894737,67.36308677098151,53.66287339971551,13.700213371266003,16.794096728307252,21.123755334281647,-4.329658605974395,46.17071524966262,46.603840682788054,-0.4331254331254316,30.263157894736842,12.402204836415363,17.860953058321478,69.73684210526316,41.465149359886205,28.271692745376953,27.252024291497975,36.13975817923186,-8.887733887733887,73.7375533428165,82.23684210526315,-8.499288762446657,7.913429623955939,9.219416785206258,-1.3059871612503184,35.931174089068826,24.768847795163584,11.162326293905242,14.164341466973045,8.036984352773827,6.127357114199219,49.591038406827884,29.329658605974394,20.261379800853486,17.088394062078272,15.807254623044097,1.2811394390341748,58.2948079658606,53.35170697012802,4.9431009957325776,12.5,13.211237553342816,-0.711237553342815,42.434210526315795,42.12304409672831,0.3111664295874832,24.960106868001603,16.11842105263158,8.841685815370024,63.259109311740886,51.70697012802276,11.552139183718127,20.39473684210526,26.78698435277383,-6.3922475106685654,58.223684210526315,62.144381223328594,-3.9206970128022793
balrampur,1919.6666666666667,2842.0,27.441907856666663,82.29819137333334,1.438972416548027,-0.040758393794274594,0.08922857564394897,0.5229171823374442,0.4270738151720333,0.9610800268406668,-0.9528332996853935,0.05244226433067419,0.102402421164651,6.333333333333333,0.3419394424762882,-0.3082697191233647,1.0538563588672138,6886.333333333333,9733.666666666666,26.43692474,84.94860093999999,0.14822786889679399,0.35001682992820476,-0.9190803280047541,-0.2529729220348458,-0.2896139304573527,0.4593595115308979,-0.16081074714674362,-0.35292508963432373,0.4314139926721399,3.0,0.4204137355445275,0.9119868595082284,-0.25859813892809963,6.140350877192982,0.9009009009009007,5.239449976292081,30.701754385964907,11.450924608819347,19.250829777145565,8.771929824561402,18.705547652916074,-9.933617828354672,42.98245614035088,53.12944523470839,-10.146989094357513,9.649122807017543,0.0,9.649122807017543,70.17543859649122,5.310573731626363,64.86486486486486,0.8771929824561403,11.403508771929824,-10.526315789473683,22.807017543859647,41.53627311522049,-18.729255571360838,9.649122807017543,27.785680417259368,-18.136557610241823,77.19298245614034,56.9701280227596,20.222854433380746,16.666666666666668,28.09388335704125,-11.427216690374587,84.21052631578948,58.985301090564256,25.225225225225234,8.843053579895685,9.90990990990991,-1.0668563300142253,51.754385964912274,32.21906116642958,19.535324798482694,8.771929824561402,7.088667614983405,1.6832622095779983,58.7719298245614,37.719298245614034,21.052631578947366,3.508771929824561,7.017543859649122,-3.5087719298245617,35.96491228070176,34.7321005215742,1.2328117591275511,13.25272641062115,0.0,13.25272641062115,67.94689426268374,6.164058795637743,61.782835467046,10.526315789473683,30.25130393551446,-19.724988146040776,79.82456140350878,68.39734471313419,11.427216690374587,10.526315789473683,6.140350877192982,4.385964912280701,86.8421052631579,16.80891417733523,70.03319108582266
banka,1112.1818181818182,1613.0,24.838360061818182,86.82165032681819,-0.6876854483436016,0.8159515319455977,0.7961853952338106,0.04161171327388157,0.8378775981283172,0.37553329328102536,0.5840190082146137,-0.24212346688063216,1.5944284216440037,4.863636363636363,0.05166676722285073,-0.665136336098431,0.329641989162439,5780.545454545455,8343.045454545454,26.522481103181818,84.48186081499999,0.30207936409024705,0.19608091117858287,-0.39455951786344623,-0.1027903461484842,0.2127721462964841,0.020409127559449004,0.11398540358221988,-0.5427618763194842,0.04646987925178045,6.2272727272727275,0.22514842501103524,0.4985312599639846,-0.36842102546818994,14.603000129315918,17.224880382775122,-2.6218802534592016,47.5236001551791,43.85102806155437,3.672572093624727,8.447562394930817,11.395965343333764,-2.948402948402949,39.27001163843269,42.13734345313293,-2.867331814700236,7.581145739040476,17.324851535377853,-9.743705796337375,25.404112246217508,43.12710760079181,-17.7229953545743,14.043708780550885,18.845888582730687,-4.802179802179802,47.05159705159706,47.95034268718479,-0.8987456355877409,17.919953446269236,17.52653463179779,0.39341881447144705,60.846372688477956,56.41730246993405,4.429070218543902,42.09233156601578,36.57700762963921,5.515323936376571,96.31449631449631,84.94439415492047,11.370102159575845,27.363248415879994,12.149230570283203,15.214017845596794,73.46437346437347,35.51661709556446,37.947756368809,2.8223199275830857,5.4345014871330655,-2.61218155954998,16.200051726367516,22.766067502909607,-6.566015776542091,34.3980343980344,19.943747575326523,14.454286822707878,81.59187896030002,52.059356006724435,29.532522953575587,19.132290184921764,17.519074098021466,1.613216086900299,63.90146126988233,43.770205612310875,20.13125565757145,26.03452735031682,22.02896676580887,4.005560584507954,80.12737618000777,63.25164877796456,16.875727402043196,31.281520755204966,28.2942401363454,2.9872806188595686,74.32755722229406,69.58166300271563,4.745894219578431
begusarai,1143.2857142857142,1663.142857142857,25.561515467142858,86.09436539142858,-0.30701456097798496,0.12902547943499407,-0.9540786298916661,-0.16386339824944954,-0.8588626205820601,-0.04677562530482731,0.3219874581109801,1.2570927383746981,0.24934958893443873,7.285714285714286,0.158519189193603,-0.16472237355011268,-0.24830088926951493,6080.428571428572,8753.142857142857,26.26172759,84.79009962142857,-0.006701985741174247,-0.4584119417766836,-0.004842853074207636,-0.19676768272971137,-0.09998686457939514,0.2348648073683215,-0.46180208949962037,-0.01622273621270622,0.5792629849140017,7.285714285714286,0.16119717726903837,0.1557292825091305,-0.3900657389918126,23.867100182889658,4.968502336923389,18.89859784596627,50.30481609428978,30.867709815078236,19.437106279211548,20.93070514123146,4.897378581589107,16.03332655964235,60.31294452347084,31.020117862223124,29.292826661247716,39.97155049786629,21.520016256858362,18.451534241007927,88.65068075594391,54.13533834586466,34.515342410079256,13.889453363137575,12.101198943304206,1.7882544198333687,35.46027230237757,43.59886201991465,-8.138589717537085,13.035968299126194,16.40926640926641,-3.373298110140215,55.964234911603334,61.9792725055883,-6.015037593984962,44.22881528144686,31.66023166023166,12.568583621215202,95.38711643974803,76.28530786425524,19.101808575492782,7.335907335907336,7.681365576102418,-0.3454582401950822,25.817923186344238,16.693761430603537,9.124161755740703,3.4749034749034746,4.511278195488721,-1.0363747205852465,23.389554968502335,17.100182889656573,6.289372078845764,38.38650680755944,28.022759601706973,10.363747205852471,85.02336923389555,69.54887218045113,15.474497053444423,7.661044503149766,12.101198943304206,-4.44015444015444,19.183092867303394,34.85064011379801,-15.667547246494616,13.483031904084537,12.050396260922577,1.4326356431619598,45.8138589717537,42.653932127616336,3.1599268441373707,34.2206868522658,26.661247713879295,7.559439138386507,81.89392399918715,67.25259093680147,14.641333062385696
bhagalpur,12.0,22.0,25.10398797,87.28093885,-0.1329471570250698,0.8554192700700249,-1.468596022652814,1.745489841189496,-0.7567741022576927,0.7497681065550034,-0.9528332996853937,0.7760269122787956,0.467675840158248,13.0,-0.7310282065467952,-1.429850515330716,0.1872550496601511,4079.0,6017.0,26.55101078,84.62062603,-0.1815482460422825,1.6115746445786587,-0.6584141489322439,-0.4500667861159898,-0.3778205482622244,-0.1820764404818565,-0.9528332996853937,-1.2104683779899408,-0.3056440364897544,13.0,1.344582383514134,1.522115148824025,-0.8290421411757364,24.324324324324326,45.94594594594595,-21.621621621621625,94.73684210526316,65.78947368421053,28.947368421052616,18.91891891891892,24.324324324324326,-5.405405405405407,100.0,50.0,50.0,48.64864864864865,13.157894736842104,35.49075391180655,100.0,31.57894736842105,68.42105263157895,18.421052631578945,47.368421052631575,-28.94736842105263,92.10526315789474,94.73684210526316,-2.6315789473684106,48.64864864864865,0.0,48.64864864864865,100.0,13.157894736842104,86.84210526315789,35.13513513513514,13.157894736842104,21.977240398293038,97.36842105263158,31.57894736842105,65.78947368421052,21.62162162162162,0.0,21.62162162162162,89.1891891891892,5.263157894736842,83.92603129445236,2.702702702702702,34.21052631578947,-31.50782361308677,51.35135135135135,60.526315789473685,-9.174964438122338,45.94594594594595,0.0,45.94594594594595,100.0,0.0,100.0,21.62162162162162,36.84210526315789,-15.22048364153627,100.0,59.45945945945946,40.54054054054054,10.81081081081081,7.894736842105263,2.916073968705548,86.48648648648648,39.47368421052632,47.01280227596017,48.64864864864865,10.526315789473683,38.12233285917497,100.0,32.432432432432435,67.56756756756756
darbhanga,39.625,58.625,26.02244405625,86.1240775275,-0.02457371086795746,-0.43405149819413247,-1.4172359099439995,-0.6186562222275136,-0.7206506285866889,0.33655222207417235,0.2904086603072551,0.7165400388408311,0.12076207464547642,9.25,0.4672698101060189,-0.07947161062994099,0.8184940463618451,6103.625,8742.125,26.04742646,85.3011335425,-0.0807724183042528,0.5809258294341751,-0.321704538412993,0.10647572850092174,0.33181632297836616,0.33911232859445406,-0.26340600118973206,-0.9220621344202984,0.17485063031669082,8.0,-0.33394106731228473,-0.4452382809919426,-0.5455258649784185,7.014580369843528,19.567923186344238,-12.553342816500713,22.28840682788051,37.83783783783784,-15.549431009957328,17.425320056899004,17.603129445234707,-0.17780938833570303,57.3346372688478,50.782361308677096,6.552275960170698,34.58392603129445,30.023115220483646,4.560810810810811,73.38193456614509,75.9601706970128,-2.578236130867711,5.334281650071124,23.506401137980085,-18.17211948790896,23.079658605974394,49.86664295874822,-26.786984352773825,17.949857752489333,20.7948079658606,-2.8449502133712663,60.09068278805121,62.48221906116643,-2.3915362731152223,36.24644381223329,45.66145092460882,-9.415007112375534,81.89900426742531,96.67496443812233,-14.775960170697015,4.631934566145093,22.5373399715505,-17.905405405405407,18.625533428165006,49.40433854907539,-30.77880512091039,5.689900426742533,7.387980085348507,-1.6980796586059745,26.44914651493599,22.412873399715508,4.036273115220485,37.855618776671406,23.32859174964438,14.527027027027028,79.18741109530583,61.05085348506401,18.136557610241823,8.757112375533428,31.43669985775249,-22.679587482219063,18.705547652916074,64.06472261735419,-45.359174964438125,16.89189189189189,33.339260312944525,-16.44736842105263,56.241109530583216,76.55583214793741,-20.3147226173542,39.109174964438125,32.87695590327169,6.232219061166431,75.81792318634425,79.4452347083926,-3.627311522048365
deoria,1206.1851851851852,1746.9259259259259,26.484918709074073,83.76405736425926,0.632535550387643,0.09073875814574342,-1.1448876618528157,0.05342288005894339,-0.18188437673207397,0.6285017652688957,0.006610323101784592,-0.869122933574607,-0.34976287948743334,7.444444444444445,1.3260149216430628,1.488219132750925,-0.7941736504342003,6345.111111111111,9061.314814814816,26.762998215185185,83.68158212666667,0.4505692373587115,-0.16787836557865446,-0.44649452982257604,-0.02004797775369637,0.1460493609618555,0.2889858254334844,-0.027576038687041813,-0.5872973514559765,0.10301349685179854,6.888888888888889,0.4683594255779313,0.21497709277872484,0.05083957785274072,13.708445287392657,9.993157800175345,3.715287487217312,40.15594541910332,31.182498287761444,8.973447131341869,18.929455771561035,16.645592961382434,2.283862810178599,74.4955481797587,60.26806158385106,14.227486595907648,12.586270481007322,19.02165323217955,-6.435382751172226,34.90069016384806,53.55618776671408,-18.655497602866024,17.119751330277648,18.46553030763557,-1.3457789773579252,50.72835993888626,45.79843000895633,4.929929929929928,14.04825878510089,17.741526952053267,-3.6932681669523784,62.145039776618724,55.30267109214478,6.842368684473947,32.36130867709815,35.34323797481692,-2.981929297718771,81.17986407460091,81.6408513776935,-0.4609873030925659,19.04272693746378,12.96823138928402,6.074495548179759,49.64701543648912,34.994204731046835,14.652810705442285,3.3401822875507086,8.79296975788204,-5.452787470331329,22.55149886728834,33.58773753510596,-11.036238667817615,22.787260945155683,23.47215636689321,-0.6848954217375268,68.21426689847742,58.56818356818357,9.646083330293857,11.128233496654548,14.527820668171545,-3.399587171516996,33.533533533533536,35.11142721669037,-1.5778936831568413,9.899373057267793,22.676759080267853,-12.77738602300006,44.34566145092461,64.32748538011695,-19.98182392919235,23.077024392813865,28.22829577215542,-5.151271379341553,71.56366893208998,68.5896422738528,2.974026658237185
gonda,1255.0,1817.6,27.23794166,81.97379570000001,2.0252050361867657,0.31956195026454626,-1.6046903277028488,-0.39355800371587535,0.3980491259386004,-0.19936639494462058,0.3637780355962613,-1.4074869475045049,-0.8439147489856976,7.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,6369.8,9105.2,26.707587134,84.49897617399999,-0.40221578344484926,-0.23536455977574838,0.45430372502551997,-0.9829887832439372,0.24327154764611683,0.5906835330636051,-0.24554956311421688,-0.29156632988246906,0.41236716404075774,11.0,0.03296677130303873,-0.26440881655076065,0.6197173739532168,3.684210526315789,14.369187000765947,-10.684976474450158,13.68421052631579,42.147937411095306,-28.463726884779515,11.578947368421051,17.36842105263158,-5.789473684210526,54.21052631578948,41.778093883357045,12.432432432432433,24.324324324324326,35.77524893314367,-11.450924608819347,69.33143669985775,80.6258890469417,-11.294452347083928,4.253200568990043,15.26315789473684,-11.009957325746798,26.842105263157897,40.611664295874824,-13.76955903271693,16.315789473684212,14.96443812233286,1.3513513513513515,43.68421052631579,35.23470839260313,8.449502133712656,31.57894736842105,48.66287339971551,-17.083926031294457,72.95874822190612,95.26315789473685,-22.304409672830722,1.0526315789473684,8.634423897581792,-7.581792318634425,12.716927453769559,22.149396359922676,-9.432468906153119,14.73684210526316,10.526315789473683,4.210526315789475,34.807965860597434,24.630338840865157,10.177627019732283,8.947368421052632,29.35988620199147,-20.412517780938835,34.73684210526316,61.59244264507422,-26.85560053981107,4.76529160739687,14.950213371266003,-10.18492176386913,26.31578947368421,43.1578947368421,-16.842105263157897,18.449502133712663,21.920341394025606,-3.470839260312945,51.522048364153626,55.24893314366999,-3.7268847795163587,19.48790896159317,37.05547652916074,-17.567567567567572,51.294452347083926,75.26315789473684,-23.968705547652913
gopalganj,110.22222222222223,160.44444444444446,26.405911077777777,84.42207423555556,-0.10988548696848228,1.082428050309504,0.14524729282203663,-0.43050820772615545,-0.32992050807170276,-0.2191924905782185,-0.24378157398713807,-0.10102719909085926,-0.2997067429519926,7.444444444444445,0.9512794939872511,1.522115148824025,-0.8671680285757453,6223.333333333333,8810.666666666666,26.504088777777778,84.92078310888888,-0.2571992318413332,0.053364763813524854,-0.5782832498348549,0.009359680536050907,-0.2895841345592662,0.04139706939538224,0.2682714217144395,-0.003256439723062308,0.04114983751372611,3.0,0.4192555986334173,0.8647504991290652,-0.30478447795541463,20.325588746641376,20.46783625730994,-0.14224751066856178,53.32701122174806,48.316737790422,5.010273431326063,5.326379010589537,18.800379326695115,-13.474000316105581,42.65054528212423,53.832780148569626,-11.182234866445393,9.775565038722934,21.850798166587637,-12.075233127864706,33.317528054370165,47.62920815552395,-14.311680101153788,18.278805120910384,24.60881934566145,-6.330014224751065,48.27722459301407,59.57009641220168,-11.292871819187607,13.805911174332225,14.991307096570255,-1.1853959222380275,55.52394499762921,45.28212422949265,10.241820768136556,24.86170380907223,39.89252410305042,-15.030820293978191,61.02418207681366,84.77951635846372,-23.755334281650075,15.378536431168008,22.364469732890782,-6.985933301722774,33.017227754069864,48.1981981981982,-15.18097044412834,4.093567251461987,5.263157894736842,-1.169590643274854,23.644697328907856,22.42769084874348,1.2170064801643727,6.725146198830409,14.27216690374585,-7.547020704915443,25.786312628417893,39.805595068752964,-14.019282440335068,26.410621147463253,23.731626363205308,2.678994784257943,59.26979611190138,54.01454085664612,5.255255255255256,7.47589694958116,24.00821874506085,-16.53232179547969,35.071914019282445,57.11237553342817,-22.040461514145722,8.313576734629367,34.147305199936774,-25.833728465307413,36.17828354670459,72.5936462778568,-36.415362731152214
